Activity_Date,Distance_km,Elevation_Gain_ft,Time_min,Age,Days_Since_Last_Activity
2012-02-08,8.53,470.59,56.28,36,0
2012-02-09,14.61,1112.51,88.58,36,1
2012-02-11,20.29,335.14,113.85,36,2
2012-02-12,25.87,551.7,150.02,36,1
2012-02-14,16.13,110.4,84.73,36,2
2012-02-16,15.01,123.7,79.97,36,2
2012-02-17,33.85,1054.21,210.4,36,1
2012-02-18,35.84,3734.58,247.18,36,1
2012-02-19,5.43,0,34.48,36,1
2012-02-22,14.5,600.18,78.05,36,3
2012-02-23,11.56,125.39,70.3,36,1
2012-02-25,30.4,3120.2,230.2,36,2
2012-02-26,32.5,1996.83,227.35,36,1
2012-02-28,13.46,260.57,77.13,36,2
2012-03-01,11.49,122.14,65.8,36,2
2012-03-01,1.97,134.33,11.85,36,0
2012-03-03,32.23,853.14,176.72,36,2
2012-03-04,10.75,905.25,73.8,36,1
2012-03-06,13.25,452.62,76.22,36,2
2012-03-07,8.24,499.24,50.43,36,1
2012-03-08,12.99,127.79,71.77,36,1
2012-03-10,48.59,4585.83,327.15,36,2
2012-03-11,11.55,965.83,82.77,36,1
2012-03-13,13.35,511.76,83.73,36,2
2012-03-15,13.41,1084.22,90.07,36,2
2012-03-16,27.95,1668.89,200.65,36,1
2012-03-20,12.9,453.55,70.7,36,4
2012-03-22,10.3,735.61,63.83,36,2
2012-03-22,10.12,775.09,58.9,36,0
2012-03-24,10.11,777,64.95,36,2
2012-03-25,42.29,93.02,235.22,36,1
2012-03-27,11.48,1322.71,75.35,36,2
2012-03-28,8.17,506.33,53.55,36,1
2012-03-30,11.05,590.36,73.5,36,2
2012-03-31,11.52,790.17,77.72,36,1
2012-04-01,10.16,757.55,60.03,36,1
2012-04-03,9.73,282.11,52.63,36,2
2012-04-04,8.18,537.5,49.55,36,1
2012-04-05,4.99,263.66,31.2,36,1
2012-04-07,80.09,3856.2,582.98,36,2
2012-04-14,11.59,688.8,80,36,7
2012-04-17,4.55,307.8,27.83,36,3
2012-04-18,9.88,0,50.78,36,1
2012-04-20,4.97,306.13,29.32,36,2
2012-04-22,10.07,37.4,48.05,36,2
2012-04-26,10.2,750.97,60.67,36,4
2012-04-28,8.1,440.01,50.1,36,2
2012-04-29,26.73,1083.92,170.93,36,1
2012-05-02,14.78,1575.78,99.37,36,3
2012-05-03,5.96,402.02,35.3,36,1
2012-05-04,8.65,516.39,45.98,36,1
2012-05-06,20.72,2174.27,150.87,36,2
2012-05-09,10.12,753.72,64.02,36,3
2012-05-10,7.46,110.58,39.37,36,1
2012-05-11,7.82,513.23,45.07,36,1
2012-05-12,13.28,786.66,65.87,36,1
2012-05-14,13.77,1188.09,84.32,36,2
2012-05-16,12.94,681.76,67.8,36,2
2012-05-17,6.3,377.63,39.15,36,1
2012-05-20,12.11,313.6,58.43,36,3
2012-05-23,11.47,989.09,77.82,36,3
2012-05-25,5.03,305.19,27.85,36,2
2012-05-26,51.09,6504.2,418.88,36,1
2012-05-28,35.42,3740.55,241.4,36,2
2012-05-30,4.95,308.2,33.98,36,2
2012-05-31,7.15,108.32,39.38,36,1
2012-06-01,3.99,215.3,24.53,36,1
2012-06-02,31.88,3264.49,229.07,36,1
2012-06-06,10.83,69.69,62.17,36,4
2012-06-06,8.17,319.26,46.73,36,0
2012-06-07,12.25,506.96,70.08,36,1
2012-06-12,5.89,394.84,35.43,36,5
2012-06-13,10.1,741.31,64.65,36,1
2012-06-14,10.11,745.31,58.57,36,1
2012-06-16,26.05,2065.6,181.9,36,2
2012-06-21,6.98,303.73,35.55,36,5
2012-06-22,6.05,303.29,31.8,36,1
2012-06-24,67,7050.72,748.7,36,2
2012-06-27,7.46,325.22,49.13,36,3
2012-06-28,4.93,307.61,26.58,36,1
2012-06-30,49.47,4594.82,402.58,36,2
2012-07-01,2.03,224.05,13.5,36,1
2012-07-01,3.43,879.57,36.77,36,0
2012-07-01,1.99,389.76,17.37,36,0
2012-07-03,7.25,843.35,52.42,36,2
2012-07-06,4.64,0,27.22,36,3
2012-07-07,8.6,3101.37,129.05,36,1
2012-07-12,6.89,384.81,38.7,36,5
2012-07-12,5.31,432.97,31.18,36,0
2012-07-14,23.23,3530.18,211.47,36,2
2012-07-16,9.7,547.24,55.2,36,2
2012-07-18,11.97,353.02,69.1,36,2
2012-07-21,16.11,1555.12,119,36,3
2012-07-22,11.29,113.52,63.65,36,1
2012-07-23,7.38,354.33,41.87,36,1
2012-07-23,7.45,106.3,42.92,36,0
2012-07-24,7.48,85.3,41.17,36,1
2012-07-25,11.38,406.82,68.82,36,1
2012-07-25,7.47,81.36,43.25,36,0
2012-07-26,5.52,76.77,31.48,36,1
2012-07-26,11.39,271,63.42,36,0
2012-07-27,11.28,443.57,67.15,36,1
2012-07-27,11.54,141.73,70.07,36,0
2012-07-28,17.07,467.85,94.8,36,1
2012-07-29,18.09,936.35,114.65,36,1
2012-08-02,4.15,38.71,23.45,36,4
2012-08-02,4.19,438.32,26.55,36,0
2012-08-04,26.31,5370.74,287.8,36,2
